cliente_id,idade,renda_estimada,valor_compra,qtd_parcelas,ja_usou_pix_parcelado_antes,score_credito,inadimplente,estrategia_lembrete,recuperou
CLI3892,51,2349.2,1482.25,4,1,629,0,N/A,0
CLI3893,25,2996.01,2945.67,3,0,558,0,N/A,0
CLI3894,40,1319.93,1599.51,12,1,641,0,N/A,0
CLI3895,22,1507.36,1095.19,6,0,623,0,N/A,0
CLI3896,22,1263.18,800.84,2,0,601,0,N/A,0
CLI3897,38,3499.13,2070.27,12,1,567,0,N/A,0
CLI3898,51,1044.7,2044.61,6,1,577,1,Lembrete com opção de renegociar,0
CLI3899,56,2790.71,1304.53,3,1,700,0,N/A,0
CLI3900,18,2833.66,701.1,2,0,795,0,N/A,0
CLI3901,39,900.0,1822.71,9,0,734,0,N/A,0
CLI3902,42,1498.37,2276.06,2,1,589,1,Lembrete simples,0
CLI3903,47,1007.39,2491.31,6,1,656,0,N/A,0
CLI3904,19,2130.25,1917.57,2,0,931,0,N/A,0
CLI3905,52,1635.13,54.35,2,1,643,0,N/A,0
CLI3906,55,1819.43,998.21,12,0,434,0,N/A,0
CLI3907,25,974.51,2612.87,3,0,368,1,Lembrete com opção de renegociar,0
CLI3908,44,1984.71,2258.88,12,0,502,1,Lembrete com opção de renegociar,1
CLI3909,35,900.0,1643.25,4,1,575,1,Lembrete com opção de renegociar,0
CLI3910,50,2562.16,502.75,6,1,638,0,N/A,0
CLI3911,44,1916.52,926.64,2,1,619,0,N/A,0
CLI3912,55,1835.77,2692.19,2,0,532,1,Lembrete com opção de renegociar,0
CLI3913,41,1662.35,2052.84,2,0,720,1,Lembrete com opção de renegociar,0
CLI3914,28,2304.84,2393.74,4,0,364,0,N/A,0
CLI3915,53,3167.88,1614.13,6,0,300,0,N/A,0
CLI3916,55,2025.06,2312.21,6,0,567,1,Lembrete com opção de renegociar,1
CLI3917,41,2051.23,1785.51,2,1,674,0,N/A,0
CLI3918,46,1046.38,630.66,4,0,503,0,N/A,0
CLI3919,18,1270.69,445.45,3,0,721,0,N/A,0
CLI3920,20,1191.27,1129.51,6,1,705,0,N/A,0
CLI3921,39,2045.43,1434.12,6,0,578,0,N/A,0
CLI3922,49,2412.12,246.17,2,0,696,0,N/A,0
CLI3923,35,1758.93,2049.25,2,0,791,0,N/A,0
CLI3924,54,1705.57,2251.83,4,1,561,0,N/A,0
CLI3925,42,2209.26,2891.71,4,0,622,0,N/A,0
CLI3926,19,2015.27,430.64,12,0,417,1,Lembrete com opção de renegociar,0
CLI3927,28,3426.81,1431.26,4,0,527,0,N/A,0
CLI3928,28,1759.98,589.46,3,1,828,0,N/A,0
CLI3929,41,1579.99,2084.31,9,1,746,0,N/A,0
CLI3930,25,1836.6,2680.52,3,0,493,0,N/A,0
CLI3931,30,1541.67,2142.02,3,1,618,1,Lembrete com opção de renegociar,0
CLI3932,28,1438.26,2108.92,4,1,570,0,N/A,0
CLI3933,54,2117.95,383.26,6,1,550,0,N/A,0
CLI3934,53,1644.97,1423.24,2,0,614,1,Lembrete com opção de renegociar,1
CLI3935,64,2543.1,2205.68,4,0,876,0,N/A,0
CLI3936,26,1058.43,2773.97,3,0,598,1,Lembrete simples,0
CLI3937,55,1645.42,2713.0,2,0,507,1,Lembrete simples,1
CLI3938,36,1500.65,1394.95,4,0,548,1,Lembrete simples,1
CLI3939,25,1556.15,2475.68,2,1,517,0,N/A,0
CLI3940,34,2312.65,1521.56,2,0,449,1,Lembrete com opção de renegociar,0
CLI3941,59,1168.63,1758.59,6,1,1000,0,N/A,0
CLI3942,61,2146.46,2050.8,9,0,533,1,Lembrete com opção de renegociar,1
CLI3943,51,900.0,1433.76,3,0,447,1,Lembrete com opção de renegociar,0
CLI3944,53,1903.9,2565.46,3,1,445,1,Lembrete simples,0
CLI3945,57,4462.09,77.59,3,1,606,0,N/A,0
CLI3946,55,3402.3,1600.91,2,0,470,0,N/A,0
CLI3947,52,1947.31,1389.14,3,1,557,0,N/A,0
CLI3948,36,996.3,1383.38,3,0,655,1,Lembrete simples,0
CLI3949,30,1227.58,2920.78,4,1,468,1,Lembrete com opção de renegociar,0
CLI3950,52,3690.28,180.62,2,0,671,0,N/A,0
CLI3951,40,2688.74,1151.79,6,1,501,1,Lembrete com opção de renegociar,0
CLI3952,26,1361.37,848.98,4,1,515,0,N/A,0
CLI3953,19,1092.53,274.32,2,1,620,0,N/A,0
CLI3954,48,2376.1,362.63,6,1,577,0,N/A,0
CLI3955,64,1278.68,2514.75,2,0,811,0,N/A,0
CLI3956,48,900.0,2857.58,4,0,629,0,N/A,0
CLI3957,23,3952.83,2775.89,4,1,656,0,N/A,0
CLI3958,47,900.0,1898.06,4,0,561,0,N/A,0
CLI3959,63,1873.71,315.43,3,1,811,0,N/A,0
CLI3960,23,1089.43,2805.18,6,1,635,0,N/A,0
CLI3961,47,4936.55,207.18,4,0,657,0,N/A,0
CLI3962,31,2199.77,1583.69,6,1,513,0,N/A,0
CLI3963,45,2036.65,2173.71,9,0,460,1,Lembrete simples,1
CLI3964,54,3479.79,2571.65,4,1,828,0,N/A,0
CLI3965,21,1904.82,595.59,9,1,577,0,N/A,0
CLI3966,53,1981.77,1447.89,2,0,670,0,N/A,0
CLI3967,38,3427.71,2184.92,12,0,695,0,N/A,0
CLI3968,28,1023.4,1340.74,6,0,554,1,Lembrete simples,0
CLI3969,20,2734.99,2402.53,9,0,560,0,N/A,0
CLI3970,42,4151.72,1664.4,2,1,452,1,Lembrete com opção de renegociar,1
CLI3971,32,2280.63,2303.6,2,0,455,1,Lembrete simples,0
CLI3972,30,1903.35,95.05,2,0,602,0,N/A,0
CLI3973,60,1524.29,506.8,3,1,604,0,N/A,0
CLI3974,22,2489.7,737.0,4,1,929,0,N/A,0
CLI3975,27,2460.1,2843.57,6,0,769,0,N/A,0
CLI3976,43,3297.79,593.43,9,1,514,0,N/A,0
CLI3977,20,1417.43,1774.94,9,0,649,0,N/A,0
CLI3978,51,1762.52,2663.6,6,0,745,0,N/A,0
CLI3979,59,1025.36,2827.24,4,0,734,0,N/A,0
CLI3980,31,1649.09,2561.04,2,0,703,1,Lembrete simples,0
CLI3981,56,2515.95,418.4,2,1,616,1,Lembrete com opção de renegociar,1
CLI3982,63,2162.61,2470.0,12,1,773,0,N/A,0
CLI3983,31,1342.72,799.01,3,0,570,1,Lembrete com opção de renegociar,0
CLI3984,32,2875.95,1611.86,3,0,714,0,N/A,0
CLI3985,43,3074.02,1689.95,2,0,300,1,Lembrete simples,0
CLI3986,54,4014.76,2220.06,2,0,634,0,N/A,0
CLI3987,27,1688.21,2659.81,4,0,574,0,N/A,0
CLI3988,59,3027.35,2112.47,4,0,339,1,Lembrete com opção de renegociar,0
CLI3989,27,1344.6,1649.78,12,0,300,1,Lembrete simples,0
CLI3990,27,1197.5,595.03,3,0,665,1,Lembrete simples,0
CLI3991,23,1049.03,1845.09,2,0,773,0,N/A,0
CLI3992,41,3080.49,2801.71,4,0,300,1,Lembrete com opção de renegociar,0
CLI3993,40,2714.14,332.6,4,0,434,0,N/A,0
CLI3994,20,2327.66,2757.7,2,0,725,1,Lembrete simples,0
CLI3995,37,2900.12,1587.36,4,0,685,0,N/A,0
CLI3996,23,4005.6,124.43,4,0,602,0,N/A,0
CLI3997,57,2006.76,417.09,12,1,474,0,N/A,0
CLI3998,27,1240.45,2246.89,3,0,863,0,N/A,0
CLI3999,25,1308.6,2069.48,2,0,466,1,Lembrete simples,0
